Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
07/06/2018,"60 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2012,"53 Greenhills Estate, South Douglas Road, Cork",,Cork,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"8 MANOR CLOSE, CARRICK ON SUIR, CO TIPPERARY",,Tipperary,"€117,275.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2016,"CORNAGUNLEOG, BAWN BOY, CAVAN",,Cavan,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2021,"11 VILLAGE CT, PATRICK ST, KILKENNY",,Kilkenny,"€259,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"22 Cois Dara, Chapelstown, Tullow Road",,Carlow,"€211,453.00",No,Yes,New Dwelling house /Apartment,
20/03/2015,"27 THE LAWN, WESTGROVE, DONNYBROOK DOUGLAS",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2012,"Site No. 10 Rampart View, Virginia",,Cavan,"€79,295.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2018,"15 WESTPORT, BALLYSHANNON, CO DONEGAL",,Donegal,"€37,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2016,"46 Temple Hall, Mount Saint Anne's, Milltown",Dublin 6,Dublin,"€422,907.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2020,"22 Temple Mills, Rathangan",,Kildare,"€230,000.00",Yes,Yes,New Dwelling house /Apartment,
04/06/2021,"56 The Riverside, Ryebridge, Kilcock",,Kildare,"€297,357.00",No,Yes,New Dwelling house /Apartment,
22/10/2021,"29A STONEBRIDGE DR, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€387,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"TULLY, CORCREAGHY, DUNDALK",,Louth,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2013,"Boherbui, Doolin",,Clare,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2020,"31 STRAND PALACE, UPPER STRAND, YOUGHAL",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2016,"THE MILER, THE MILEPOST, SLIEVERUE",,Kilkenny,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2017,"14 Inis Orga, Curryclough, Bandon",,Cork,"€242,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/08/2019,"12 OAKHILL, MOATE, CO WESTMEATH",,Westmeath,"€254,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2020,"17 Daneswell Place, Botanic Road, Glasnevin",Dublin 11,Dublin,"€687,675.00",No,Yes,New Dwelling house /Apartment,
10/09/2018,"DRUMULLAN, AFFICK, TULLA",,Clare,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2014,"CAPPA, BANSHA, TIPPERARY",,Tipperary,"€67,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/05/2011,"2 College View, Midleton",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2015,"4 ELTON COURTS, ARD NA GREINE, DUBLIN 13",,Dublin,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2020,"24 TYCOR AVE, WATERFORD, WATERFORD",,Waterford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2017,"65 GLOUCESTER SQUARE, RAILWAY STREET, DUBLIN 1",Dublin 1,Dublin,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2012,"99 the sweepstakes, ballsbridge",Dublin 4,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2013,"19 SHIELMARTIN RD, SUTTON, DUBLIN 13",,Dublin,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2019,"1 SUNBERRY HEIGHTS, BLARNEY, CO CORK",,Cork,"€354,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2021,"11 CARRIG HAVEN, CLONARD, WEXFORD",,Wexford,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2018,"CASTLE LODGE, CASTLE ST, DONEGAL TOWN",,Donegal,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2016,"APT 1 FIRGROVE APTS, HARRISSONS PLACE, CHARLEVILLE",,Cork,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2015,"BRITTAS, LOMBARDSTOWN, MALLOW",,Cork,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2019,"TOUREEN NORTH, BURNFORT, MALLOW",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"Cloughogue, Bohernabreena, Dublin",Dublin 24,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2020,"32 THE PINES, FOREST PARK, PORTLAOISE",,Laois,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"SHROUGHMORE, AVOCA, CO. WICKLOW",,Wicklow,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2014,"45 KERNANSTOWN, BENNEKERRY, CARLOW",,Carlow,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2016,"20 DEMESNE AVE, NEWMARKET, CORK",,Cork,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2019,"3 JANEVILLE TERRACE, SUNDAYS WELL RD, CORK",,Cork,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"No 3 Dun Na Rí, Malahide, County Dublin",,Dublin,"€790,308.00",No,Yes,New Dwelling house /Apartment,
09/10/2015,"11 MUCKROSS CLOSE, POWERSCOURT, WATERFORD",,Waterford,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2011,"4 Castleknock Close, Castleknock, Dublin 15",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2020,"5 PHILIPSBURGH TERRACE, MARINO, DUBLIN 3",Dublin 3,Dublin,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"LYDON, TENNY PARK, CALLAN RD",,Kilkenny,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2019,"139 BANDON RD, CORK, CORK",,Cork,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"13 CAISEAL LAIGHEANN, DEERPARK, HEADFORD",,Galway,"€45,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2015,"2 MAIN STREET, DOWNINGS, CO DONEGAL",,Donegal,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"33 LARNACH, BOHERMORE, GALWAY",,Galway,"€65,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/09/2019,"94 Carton Wood, Dublin Road, Maynooth",,Kildare,"€488,986.78",No,Yes,New Dwelling house /Apartment,
26/04/2011,"Carentrila, Knockmore, Ballina",,Mayo,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2015,"2 OAKWOOD COURT, MACROOM, CORK",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"11 SPRINGFIELD ESTATE, BANGOR ERRIS, BALLINA",,Mayo,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2019,"ROCKVILLE, DREWBORO, SCARIFF",,Clare,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2015,"Part of No. 19 Aylesbury Avenue, Ferrybank",,Kilkenny,"€86,975.18",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/09/2021,"HOLLY COTTAGE, CORNELSCOURT, NEWBRIDGE",,Kildare,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"5 CUIRT DROIM ARD, CARRICKMACROSS, CO. MONAGHAN",,Monaghan,"€68,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
27/05/2019,"15 TAMARISK COURT, KILNAMANAGH ESTATE, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"19 The Mews, Silver Banks, Stamullen",,Meath,"€264,273.00",No,Yes,New Dwelling house /Apartment,
09/12/2016,"APT 13 PARKVIEW 113 HAROLDS X RD, DUBLIN 6, DUBLIN",Dublin 15,Dublin,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"4 BROSNA LAWNS, MULLINGAR, CO WESTMEATH",,Westmeath,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2015,"11 Gowran Hall, Ballygihen Avenue, Sandycove",,Dublin,"€344,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2019,"7 WILLOW AVENUE, THE WILLOWS, DUNSHAUGHLIN",,Meath,"€284,581.49",No,Yes,New Dwelling house /Apartment,
13/06/2019,"6 Castlebrook Green, Castlebrook Manor, Walkers Road",,Limerick,"€255,506.00",No,Yes,New Dwelling house /Apartment,
07/09/2015,"92 Greenville Place, Dublin 8",Dublin 8,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"17 HAZELWOOD, BRIDGETOWN, WEXFORD",,Wexford,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2020,"THREE BRIDGES, CARRICK ON SUIR, TIPPERARY",,Tipperary,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2019,"10 ISLAND VIEW, KILBARRACK RD, RAHENY DUBLIN 5",Dublin 5,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2014,"8 GARRYRUTH, BALLYMULLIN, TRALEE",,Kerry,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2011,"Cloneen, Crettyard, Kilkenny",,Kilkenny,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2014,"5 RUSHEEN, BALLYLONGFORD, CO. KERRY",,Kerry,"€58,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2020,"REMOUNT FARM, RACECOURSE COMMONS, LUSK",,Dublin,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"LOWER MORRISTOWN, BALLAGH, CO. LIMERICK",,Limerick,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2016,"20 BEL-AIR DRIVE, TUAM, COUNTY GALWAY",,Galway,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"20 CUCHULAINN HEIGHTS, CARLINGFORD, LOUTH",,Louth,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2010,"27 Drummond Place, Harold's Cross, Dublin 6",,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"Apartment 41, Ardliea Crescent, Clonskeagh",,Dublin,"€462,775.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/12/2019,"92 HIBERNIAN BUILDINGS, ALBERT RD, CORK",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2020,"1A LAFFINS LANE, ARKLOW, WICKLOW",,Wicklow,"€81,250.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2011,"21 COULSON AVENUE, RATHGAR",Dublin 6,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2021,"39 SLIEVE MISH PARK, KINSALE ROAD, CORK",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2011,"6 Granary Hall, Mount Oval Village, Rochestown",,Cork,"€122,700.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2021,"22 GREENFORT ESTATE, SLIGO, SLIGO",,Sligo,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2016,"7 WINDMILL LANDS, SWORDS, DUBLIN",,Dublin,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2018,"7 THE AVENUE, COLLEGEWOOD PARK, CLANE",,Kildare,"€265,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2015,"28 DALCASSIN DOWNS, PROSPECT RD, GLASNEVIN DUBLIN 9",Dublin 11,Dublin,"€487,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2010,"2 Loughview Park, Ballymacarthur, Greencastle",,Donegal,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2018,"2 CHESTNUT WALK, KILMUCKRIDGE, WEXFORD",,Wexford,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2015,"40 RAVENSWOOD CRESENT, CASTAHENY, DUBLIN 15",Dublin 15,Dublin,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"27 AN MAOLAN, NA FORAI MAOLA THOIR, BEARNA",,Galway,"€431,718.00",No,Yes,New Dwelling house /Apartment,
21/12/2017,"53 GLENKEEN PARK, FAIRGREEN, PORTLAOISE",,Laois,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2019,"BOREEN LUSK, SALLINS ROAD, NAAS",,Kildare,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2018,"12 LAGAVOOREN MANOR, BEAMORE RD, DROGHEDA",,Meath,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2010,"78 Trees Road, Mount Merrion, County Dublin",,Dublin,"€770,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2020,"OBERSTOWN, TARA, CO MEATH",,Meath,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2019,"31 LANAHRONE AVE, CORBALLY, LIMERICK",,Limerick,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2012,"29 Lerr View, Abbeylands, Castledermot",,Kildare,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2010,"Corboy, Longford",,Longford,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2018,"3 Tubberduff, Gorey",,Wexford,"€396,476.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
14/03/2017,"19 ESPOSITO RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2019,"3 ARD AOIBHINN, ALEXANDRA ROAD, ST. LUKE'S",,Cork,"€436,123.35",No,Yes,New Dwelling house /Apartment,
15/12/2015,"TREANBAUN, BELCLARE, TUAM",,Galway,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2016,"14 SHERLOCK TCE, MILLERS LANE, SKERRIES",,Dublin,"€115,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/09/2019,"4 ARDCAHON DR, COOLKELLURE, LEHENAGHMORE",,Cork,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2016,"HAZELWOOD, PARKROE, CRAUGHWELL",,Galway,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2018,"APT 7 BLOCK 1, COIS ABHAINN, SALLINS RD",,Kildare,"€170,750.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2016,"16 THE GLEN KILNACOURT WOODS, PORTARLINGTON, LAOIS",,Laois,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"UPPER ROCK ST, TRALEE, KERRY",,Kerry,"€130,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/11/2014,"2 NEW STREET, KILLALOE, CO CLARE",,Clare,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2018,"SYRGES GATE, ADELAIDE RD, GLENAGEARY",,Dublin,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2010,"Knockroe, Kilteely",,Limerick,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2016,"3 STRANDSIDE, ABBEYSIDE, DUNGARVAN",,Waterford,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2013,"Grey's Lane, Dingle",,Kerry,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2019,"114 MILLBROOK AVENUE, KILBARRACK WEST, DUBLIN 13",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"29 REDESDALE RD, MOUNT MERRION, BLACKROCK",,Dublin,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2016,"18 HOLLYWOODRATH CRESCENT, HOLLYSTOWN, DUBLIN 15",,Dublin,"€303,965.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/11/2018,"10 CHERRYMOUNT, KEADUE LANE, CAVAN",,Cavan,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2017,"3 BROADFIELD LAWNS, BROADFIELD MANOR, RATHCOOLE",,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2018,"45 HENRY ST, LIMERICK, LIMERICK",,Limerick,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2013,"38 Browns Barn Wood, Kingswood, Clondalkin",Dublin 22,Dublin,"€246,696.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/08/2020,"99 Glenheron View, Glenheron, Greystones",,Wicklow,"€396,475.77",No,Yes,New Dwelling house /Apartment,
18/01/2019,"77 WOODSTOCK ST, ATHY, KILDARE",,Kildare,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2012,"16 Broughton Street, Dundalk",,Louth,"€52,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2012,"3 Straffan Gate, Straffan",,Kildare,"€445,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
02/04/2015,"94 KINCORA GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€845,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2018,"CARANE, BALLINTUBBER, CASTLEREA",,Roscommon,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2017,"1 The Well, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,"€506,607.93",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/12/2020,"27 SYCAMORE DR, BRUFF, LIMERICK",,Limerick,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2018,"27 Castleguard Manor, Ardee",,Louth,"€195,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/12/2014,"no 19 the willows, willowfield rd, BALLINAMORE",,Leitrim,"€54,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/04/2016,"ARD MHUIRE, KNOCKNACARRA RD, SALTHILL",,Galway,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2014,"56 Caseyville, Dungarvan",,Waterford,"€49,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2015,"87 Seacrest, Bray",,Wicklow,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2018,"27 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2020,"No. 22 Watercress Hill, Watergrass Hill, Cork.",,Cork,"€270,679.48",Yes,Yes,New Dwelling house /Apartment,
08/12/2021,"20 GRATTAN CLOSE, CONVENT RD, CLAREMORRIS",,Mayo,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/07/2013,"43 Bellefield Springs, Enniscorthy",,Wexford,"€109,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2013,"33 Saggart Lodge Court, Saggart",,Dublin,"€140,969.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/08/2021,"CROPHILL, CASTLEDERMOT, KILDARE",,Kildare,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"89 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,"€209,326.12",No,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"3 ARDEN HEIGHTS, DUNBRIN, ATHY",,Kildare,"€125,109.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2020,"BALLYEIGHTER, GORT, CO GALWAY",,Galway,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2017,"15 CASTLEWOOD PARK, TRALEE, KERRY",,Kerry,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2019,"ARDCHICKEN, BALLYSHANNON ROAD, DONEGAL",,Donegal,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2014,"23 SIDBURY COURT, MEATH RD, BRAY",,Wicklow,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2015,"6 WHITETHORN GROVE, BALLYLINAN, LAOIS",,Laois,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2021,"11 STILLORGAN GATE, KILMACUD ROAD UPPER, DUBLIN 14",,Dublin,"€1,150,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2018,"CPT 11 COMPASS CT, SOUTH ROYAL CANAL PK, ASHTOWN DUBLIN 15",Dublin 15,Dublin,"€245,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"TOORMORE, CARRICK ON SHANNON, CO. ROSCOMMON",,Roscommon,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2010,"Coocholly, Ballyshannon, Co. Donegal.",,Donegal,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2018,"11 WILLOW WOOD GROVE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2021,"106 RIDGEPOOL, BALLINA, CO MAYO",,Mayo,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"APT 2, 7 PEARSE ST, BANDON",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2015,"28 MILL RACE COURT, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2021,"11 Newtown Park, Tramore, Co Waterford",,Waterford,"€440,000.00",No,Yes,New Dwelling house /Apartment,
23/10/2020,"EOCHAILL, CRINNAGE, CRAUGHWELL",,Galway,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2015,"85 Church Hill, Hophill Road, Tullamore",,Offaly,"€61,359.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/05/2015,"27 COLLEGE PARK, ENNIS, CO CLARE",,Clare,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2011,"30 St Mary's Drive, Walkinstown",Dublin 12,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"PINE HURST, GARRYHOE, TINAHELY",,Wicklow,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2015,"15 COILL TIRE, AN FIODAN DOUGHISKA, GALWAY",,Galway,"€160,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2014,"32 SHAMROCK HILL, CLONMEL, TIPPERARY",,Tipperary,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2011,"Main Street, Bansha",,Tipperary,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2015,"FOURWINDS, 11 SLI ROHAN, CULLENAGH",,Tipperary,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2010,"8 Conabury Hill, Castleblayney",,Monaghan,"€112,450.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/09/2014,"6 Dunvale Lawn, Frankfield, Douglas",,Cork,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2012,"186 Canterbrook, Trim Road, Navan",,Meath,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2011,"1 Aggard Cove, loughill west, co limerick",,Limerick,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2017,"12 Lisnaboley Lane, Claremorris",,Mayo,"€165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/11/2017,"18 Rathmill Green, Rathcoole",Dublin 24,Dublin,"€321,585.90",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/02/2021,"11 CASTLEVIEW, CARRIGTWOHILL, CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2020,"88 LAGAVOOREN MANOR, BEAMORE RD, DROGHEDA",,Meath,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"UNIT 25 SEASCAPE, 366 CLONTARF ROAD, DUBLIN3",Dublin 3,Dublin,"€727,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2019,"BALLYCARRIGEEN UPPER, THE HARROW, FERNS",,Wexford,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2018,"OCONNOR SUITE, PALACEANNE MILL, MURRAGH",,Cork,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"74 NEWTOWN GLEN, NEWTOWN, TRAMORE",,Waterford,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2017,"43 DOORADOYLE PARK, DOORADOYLE, LIMERICK",,Limerick,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2012,"35  FINDLATER STREET, OFF INFIRMARY ROAD",Dublin 7,Dublin,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2017,"LINN DUBH, HAYSTOWN RD, RUSH",,Dublin,"€3,700,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2013,"18 ST AIDANS PARK AVE, MARINO, DUBLIN 3",,Dublin,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2012,"KILLAMINOGUE, INNISHANNON",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2018,"Kellybrook, Knockcroghery",,Roscommon,"€285,000.00",No,Yes,New Dwelling house /Apartment,
05/10/2018,"TARA LODGE, TREVET, DUNSHAUGHLIN",,Meath,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2012,"Portersize, Grangecon",,Kildare,"€107,400.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"HILL HEAD, SHROVE, CO DONEGAL",,Donegal,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2011,"Jessefield, 2 Dartry Road, Dublin 6",Dublin 6,Dublin,"€1,275,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2016,"14 ASGARD ROAD, HOWTH, CO DUBLIN",Dublin 13,Dublin,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"18 CARRIGMORE TERRACE, CITY WEST, SAGGART",Dublin 24,Dublin,"€225,724.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"Strand View  Verville  Brookwood, Clontarf  Raheny  Killester",Dublin 5,Dublin,"€2,955,057.00",No,Yes,New Dwelling house /Apartment,
