Date_of_Sale,Postal_Code,County,Price_€_VAT_incl,Description_of_Property,Property_Size_Description,Month_of_Sale,Quarter_of_Sale
2019-10-31,unknown,Dublin,353001.0,New Dwelling house /Apartment,unknown,October,4
2012-10-18,unknown,Kerry,30000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-10-27,unknown,Meath,200000.0,New Dwelling house /Apartment,38 - 125,October,4
2020-06-10,unknown,Galway,69000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-09-09,unknown,Galway,250000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2013-12-17,unknown,Westmeath,55000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-11-10,unknown,Kildare,425000.0,New Dwelling house /Apartment,unknown,November,4
2020-08-20,unknown,Offaly,173000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-03-06,unknown,Donegal,91000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2013-02-28,unknown,Laois,80000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2012-12-19,unknown,Tipperary,60000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-06-04,unknown,Cavan,40860.0,New Dwelling house /Apartment,>= 125,June,2
2018-08-17,dublin 15,Dublin,397000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-03-23,unknown,Dublin,625000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-04-09,dublin 22,Dublin,137500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2017-08-11,unknown,Wicklow,280000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-07-10,unknown,Kildare,355000.0,New Dwelling house /Apartment,38 - 125,July,3
2011-06-16,unknown,Wexford,51000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-07-05,unknown,Dublin,410000.0,New Dwelling house /Apartment,38 - 125,July,3
2018-06-05,unknown,Kerry,240000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2015-06-24,unknown,Wexford,85125.0,New Dwelling house /Apartment,38 - 125,June,2
2011-05-30,unknown,Cork,282500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2014-06-06,dublin 8,Dublin,705000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2016-02-17,dublin 4,Dublin,167117.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2012-07-18,unknown,Mayo,170250.0,New Dwelling house /Apartment,38 - 125,July,3
2012-03-23,unknown,Kildare,161500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2014-06-23,dublin 7,Dublin,215000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2017-03-28,unknown,Cork,32000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2014-12-22,unknown,Roscommon,42000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-07-02,unknown,Tipperary,102000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2012-11-23,unknown,Cork,150000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-08-20,unknown,Offaly,274999.0,New Dwelling house /Apartment,unknown,August,3
2018-05-03,unknown,Kerry,90000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-04-06,unknown,Galway,101000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2017-11-15,unknown,Kildare,238500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-08-04,unknown,Roscommon,58000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2016-12-12,unknown,Limerick,140000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-06-30,unknown,Waterford,150000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-05-09,unknown,Donegal,110000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2010-05-27,unknown,Dublin,415000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-06-25,unknown,Cork,470000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2013-01-21,unknown,Longford,63000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2014-08-06,unknown,Dublin,420000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-12-10,unknown,Dublin,450000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-06-26,unknown,Meath,320000.0,New Dwelling house /Apartment,unknown,June,2
2012-02-10,unknown,Kerry,125000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2016-05-16,unknown,Leitrim,82500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2016-08-31,dublin 16,Dublin,803000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-12-22,unknown,Dublin,262000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-03-12,dublin 7,Dublin,260000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-05-17,unknown,Meath,524999.0,New Dwelling house /Apartment,unknown,May,2
2014-05-23,unknown,Dublin,156000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2016-10-26,unknown,Meath,175000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2014-12-12,unknown,Meath,125000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-04-28,unknown,Dublin,350000.0,New Dwelling house /Apartment,38 - 125,April,2
2014-02-18,unknown,Mayo,30000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2014-07-25,unknown,Galway,46000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2010-10-04,unknown,Longford,125000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-08-05,dublin 10,Dublin,230000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2014-03-21,unknown,Dublin,1150000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2017-01-27,dublin 15,Dublin,358000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2014-12-22,unknown,Wexford,74000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-08-01,unknown,Waterford,47000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-12-16,unknown,Dublin,895000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-03-30,dublin 16,Dublin,310000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2015-03-06,unknown,Cork,210000.0,New Dwelling house /Apartment,38 - 125,March,1
2018-05-01,dublin 22,Dublin,205000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2013-11-07,unknown,Wexford,143000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2013-03-27,unknown,Dublin,217920.0,New Dwelling house /Apartment,38 - 125,March,1
2012-08-14,unknown,Cork,70000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-11-02,unknown,Cork,175000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-07-18,unknown,Donegal,187500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-11-11,dublin 15,Dublin,300000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-07-01,unknown,Kerry,170000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-06-11,unknown,Louth,420000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2020-12-22,unknown,Clare,40000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-06-29,dublin 15,Dublin,715000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2012-05-18,unknown,Mayo,100000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2014-02-28,unknown,Wexford,82000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2021-04-22,unknown,Dublin,215000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2013-09-23,unknown,Louth,102000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2012-07-26,unknown,Kildare,116000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-06-02,unknown,Cork,158000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2016-10-05,unknown,Clare,130000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-10-02,unknown,Dublin,388655.0,New Dwelling house /Apartment,unknown,October,4
2016-04-11,unknown,Westmeath,115000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-11-21,unknown,Cork,729999.0,New Dwelling house /Apartment,>= 125,November,4
2020-11-13,dublin 7,Dublin,235000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-11-28,unknown,Dublin,258250.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-12-08,unknown,Dublin,370000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-06-12,unknown,Waterford,270000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2010-07-08,unknown,Wicklow,307500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2010-10-11,unknown,Kildare,265000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-02-27,unknown,Mayo,215000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2021-07-12,dublin 10,Dublin,240000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2011-05-16,unknown,Cork,60000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-06-23,unknown,Wicklow,400000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-09-06,unknown,Waterford,307000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-02-19,unknown,Dublin,270000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2020-05-18,dublin 15,Dublin,418500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-09-01,unknown,Offaly,140000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-09-16,unknown,Galway,240000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-12-14,unknown,Cork,78500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-07-15,unknown,Cavan,40500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2019-03-20,unknown,Sligo,575000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2017-11-01,unknown,Clare,192500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2018-08-23,unknown,Kerry,52000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-01-19,dublin 13,Dublin,182000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2015-12-17,unknown,Wicklow,309259.0,New Dwelling house /Apartment,38 - 125,December,4
2015-07-02,dublin 14,Dublin,508500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-12-03,dublin 24,Dublin,420000.0,New Dwelling house /Apartment,unknown,December,4
2018-08-22,unknown,Cork,200000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2016-07-20,dublin 14,Dublin,260000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-08-26,unknown,Kerry,118000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2015-07-14,unknown,Cork,312000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-04-11,dublin 6w,Dublin,385000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-11-13,unknown,Laois,100000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-01-29,unknown,Cork,150000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2021-10-20,unknown,Offaly,265000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-12-17,unknown,Sligo,115000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2011-10-27,unknown,Limerick,45500.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-04-10,unknown,Westmeath,138000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2021-10-11,unknown,Cork,365000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-05-18,unknown,Cork,620000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2010-04-30,unknown,Cork,200000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-03-14,unknown,Meath,270000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2011-11-11,unknown,Dublin,290000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2012-11-29,unknown,Kildare,152000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-06-20,unknown,Louth,150000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-02-27,dublin 15,Dublin,260000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2013-12-17,unknown,Dublin,110000.0,New Dwelling house /Apartment,38 - 125,December,4
2021-02-08,dublin 9,Dublin,135000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2018-08-31,dublin 1,Dublin,320000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2015-06-15,unknown,Clare,294400.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2013-10-23,unknown,Longford,70000.0,New Dwelling house /Apartment,38 - 125,October,4
2013-10-15,unknown,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2012-04-27,unknown,Westmeath,140000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2021-09-17,unknown,Waterford,220000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-08-28,unknown,Cork,95000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2016-07-27,unknown,Kilkenny,247000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-08-31,unknown,Kildare,280000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2015-01-28,dublin 18,Dublin,252313.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2017-12-21,unknown,Kildare,145000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2012-09-28,unknown,Wexford,225000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-09-16,unknown,Kerry,80000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2014-12-15,unknown,Waterford,41000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-10-26,unknown,Meath,234999.0,New Dwelling house /Apartment,38 - 125,October,4
2010-10-15,unknown,Cavan,283750.0,New Dwelling house /Apartment,>= 125,October,4
2012-08-24,dublin 20,Dublin,117000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-05-30,unknown,Mayo,150000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2020-01-25,unknown,Waterford,312125.0,New Dwelling house /Apartment,unknown,January,1
2010-11-25,dublin 22,Dublin,240000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2020-01-31,unknown,Wicklow,228000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2012-04-04,unknown,Dublin,420000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2014-01-09,unknown,Dublin,205000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2015-06-29,dublin 2,Dublin,243000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2015-07-17,dublin 20,Dublin,270000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-07-06,unknown,Cork,300000.0,New Dwelling house /Apartment,>= 125,July,3
2011-10-27,unknown,Donegal,40000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2012-12-17,unknown,Dublin,175000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-07-25,dublin 5,Dublin,380000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-08-17,unknown,Wexford,215000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2016-08-30,unknown,Cork,355000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-05-06,unknown,Cork,400000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-12-13,unknown,Kilkenny,280000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-01-19,unknown,Tipperary,177000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2021-07-28,unknown,Cork,324500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-07-14,unknown,Waterford,50000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-12-16,unknown,Laois,260000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-10-28,unknown,Carlow,61000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-07-05,unknown,Clare,165000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-03-21,unknown,Mayo,164575.0,New Dwelling house /Apartment,38 - 125,March,1
2015-03-16,unknown,Wexford,115000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2014-03-12,unknown,Roscommon,90000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-09-28,unknown,Wexford,90565.0,New Dwelling house /Apartment,38 - 125,September,3
2018-03-28,dublin 9,Dublin,745250.0,New Dwelling house /Apartment,>= 125,March,1
2016-10-04,unknown,Wicklow,431000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-09-08,unknown,Wicklow,300000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2014-06-10,unknown,Galway,142000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2012-11-12,unknown,Cork,97500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2012-11-23,unknown,Galway,110000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-07-12,dublin 7,Dublin,275000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-10-22,dublin 6,Dublin,440000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-03-14,unknown,Dublin,720000.0,New Dwelling house /Apartment,unknown,March,1
2013-12-12,dublin 3,Dublin,310000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2011-10-12,unknown,Kildare,60000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-09-15,unknown,Wexford,67500.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-07-23,unknown,Westmeath,133000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2013-07-31,unknown,Cork,193000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-05-21,unknown,Meath,220000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2012-08-17,unknown,Sligo,183500.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-11-21,dublin 15,Dublin,233000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-02-10,unknown,Waterford,102000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2010-09-02,unknown,Cork,300000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-06-08,unknown,Kildare,264000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-06-10,unknown,Laois,184999.0,New Dwelling house /Apartment,unknown,June,2
2015-12-22,unknown,Roscommon,23858.0,New Dwelling house /Apartment,38 - 125,December,4
2018-05-16,dublin 22,Dublin,192000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2019-12-10,unknown,Cork,125000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-12-09,dublin 1,Dublin,99733.0,New Dwelling house /Apartment,38 - 125,December,4
2020-06-10,unknown,Wexford,149780.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-10-22,unknown,Laois,91000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-04-11,unknown,Galway,240000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2016-12-09,unknown,Mayo,37500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2020-07-10,unknown,Cork,289999.0,New Dwelling house /Apartment,unknown,July,3
2021-11-17,dublin 4,Dublin,400000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-10-27,unknown,Kerry,195000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2018-03-16,unknown,Meath,212000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2012-11-28,unknown,Clare,39725.0,New Dwelling house /Apartment,38 - 125,November,4
2015-09-01,unknown,Louth,196000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-07-24,dublin 9,Dublin,275000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-05-06,unknown,Galway,390001.0,New Dwelling house /Apartment,unknown,May,2
2017-12-13,unknown,Wexford,141000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-03-31,unknown,Cork,420000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2017-06-20,unknown,Cork,215000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-06-15,unknown,Dublin,340000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2015-10-29,unknown,Cork,65000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-04-02,unknown,Dublin,230000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2014-11-21,dublin 3,Dublin,272000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-10-20,unknown,Galway,260000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-12-03,dublin 5,Dublin,301000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-02-06,unknown,Cavan,85000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2018-12-04,unknown,Meath,262500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-11-16,unknown,Kerry,160000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2014-11-03,unknown,Wexford,132500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2018-11-02,unknown,Kildare,335000.0,New Dwelling house /Apartment,38 - 125,November,4
2010-04-19,unknown,Donegal,65000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-03-22,unknown,Clare,230000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-07-18,unknown,Kerry,110000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-04-06,unknown,Leitrim,61000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2016-08-04,unknown,Dublin,95000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-12-07,unknown,Cork,334825.0,New Dwelling house /Apartment,unknown,December,4
2020-10-01,unknown,Longford,130000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-12-17,unknown,Cork,340000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-03-15,unknown,Waterford,255000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-10-18,unknown,Louth,280000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-08-04,unknown,Mayo,125000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-01-18,unknown,Clare,185000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2016-08-18,dublin 15,Dublin,160000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-09-18,unknown,Dublin,165000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-01-09,unknown,Dublin,305000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2015-01-05,dublin 7,Dublin,354000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2018-02-02,unknown,Cork,191000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-01-10,unknown,Offaly,165000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2010-07-20,unknown,Louth,80000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-06-25,unknown,Longford,40000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-08-07,dublin 8,Dublin,615000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2021-06-02,unknown,Wexford,450000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2022-01-10,unknown,Louth,132500.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2019-07-02,unknown,Dublin,900000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-08-03,dublin 7,Dublin,370000.0,New Dwelling house /Apartment,38 - 125,August,3
2016-08-31,unknown,Roscommon,59000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2021-12-22,unknown,Laois,138000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-02-25,dublin 15,Dublin,185000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-05-02,dublin 22,Dublin,228000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-11-12,unknown,Wexford,105000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-12-08,unknown,Cavan,186000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-01-10,unknown,Tipperary,175000.0,New Dwelling house /Apartment,38 - 125,January,1
2018-09-05,unknown,Meath,205000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2016-09-09,unknown,Limerick,143000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2021-09-16,unknown,Meath,293000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-01-03,unknown,Galway,345000.0,New Dwelling house /Apartment,unknown,January,1
2021-05-04,unknown,Kildare,467500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-05-07,dublin 3,Dublin,780202.0,New Dwelling house /Apartment,unknown,May,2
2016-05-05,unknown,Kildare,85000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2019-06-20,dublin 15,Dublin,390000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2014-11-18,unknown,Meath,85000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2011-08-16,unknown,Cavan,50000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2014-12-22,unknown,Donegal,23858.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-04-26,unknown,Galway,450000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2015-06-25,unknown,Donegal,100000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2011-07-07,unknown,Wexford,94750.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2017-09-29,unknown,Kildare,132000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2017-11-29,unknown,Dublin,247499.0,New Dwelling house /Apartment,38 - 125,November,4
2021-08-19,unknown,Cork,235000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2021-09-10,unknown,Tipperary,127000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-08-26,dublin 13,Dublin,1000000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2010-08-18,unknown,Carlow,149000.0,New Dwelling house /Apartment,38 - 125,August,3
2019-04-15,unknown,Cork,227000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2019-11-26,unknown,Mayo,95000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-12-20,unknown,Kildare,213500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-04-12,unknown,Louth,44500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2012-12-21,unknown,Tipperary,104000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-01-07,dublin 22,Dublin,403000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2016-07-29,unknown,Tipperary,100000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2012-12-21,unknown,Cork,23858.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-10-25,unknown,Meath,274999.0,New Dwelling house /Apartment,38 - 125,October,4
2016-05-23,unknown,Sligo,75000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2018-10-26,unknown,Wexford,133000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2011-06-30,unknown,Laois,58000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2011-04-11,unknown,Louth,47500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2020-02-17,unknown,Cork,375000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2017-05-26,dublin 16,Dublin,420000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-06-15,unknown,Kilkenny,90000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-09-10,dublin 6,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-11-28,unknown,Wicklow,290000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-10-02,dublin 14,Dublin,598940.0,New Dwelling house /Apartment,38 - 125,October,4
2014-07-15,unknown,Meath,147301.0,Second-Hand Dwelling house /Apartment,unknown,July,3
